Years,Months,Days,Hour,Datetime,Average of PM2.5,Average of Temp,Average of Humid,Average of WindSpeed
2022,Aug,7-Aug,10 AM,7-Aug 2022 10 AM,2.8,39.5,56.2,0.0
2022,Aug,7-Aug,11 AM,7-Aug 2022 11 AM,4.3,36.5,63.8,0.1
2022,Aug,7-Aug,12 PM,7-Aug 2022 12 PM,3.6,33.0,70.5,0.1
2022,Aug,7-Aug,1 PM,7-Aug 2022 1 PM,1.5,32.7,70.5,0.0
2022,Aug,7-Aug,2 PM,7-Aug 2022 2 PM,2.2,33.8,70.0,0.0
2022,Aug,7-Aug,3 PM,7-Aug 2022 3 PM,2.9,35.3,67.8,0.0
2022,Aug,7-Aug,4 PM,7-Aug 2022 4 PM,3.0,35.8,65.9,0.0
2022,Aug,7-Aug,5 PM,7-Aug 2022 5 PM,3.0,35.2,67.3,0.0
2022,Aug,7-Aug,6 PM,7-Aug 2022 6 PM,3.5,34.6,68.2,0.0
2022,Aug,7-Aug,7 PM,7-Aug 2022 7 PM,4.0,34.2,68.9,0.0
2022,Aug,7-Aug,8 PM,7-Aug 2022 8 PM,3.4,34.0,69.2,0.0
2022,Aug,7-Aug,9 PM,7-Aug 2022 9 PM,3.5,33.7,69.9,0.0
2022,Aug,7-Aug,10 PM,7-Aug 2022 10 PM,5.8,33.4,71.0,0.0
2022,Aug,7-Aug,11 PM,7-Aug 2022 11 PM,6.6,33.1,71.2,0.0
2022,Aug,8-Aug,12 AM,8-Aug 2022 12 AM,7.5,33.1,71.0,0.0
2022,Aug,8-Aug,1 AM,8-Aug 2022 1 AM,6.7,33.0,71.3,0.0
2022,Aug,8-Aug,2 AM,8-Aug 2022 2 AM,5.6,32.8,71.5,0.0
2022,Aug,8-Aug,3 AM,8-Aug 2022 3 AM,4.5,32.4,71.5,0.0
2022,Aug,8-Aug,4 AM,8-Aug 2022 4 AM,3.1,32.4,71.1,0.0
2022,Aug,8-Aug,5 AM,8-Aug 2022 5 AM,3.3,32.3,71.3,0.0
2022,Aug,8-Aug,6 AM,8-Aug 2022 6 AM,2.7,32.3,71.6,0.0
2022,Aug,8-Aug,7 AM,8-Aug 2022 7 AM,1.7,32.9,71.1,0.0
2022,Aug,8-Aug,8 AM,8-Aug 2022 8 AM,2.6,33.8,69.8,0.0
2022,Aug,8-Aug,9 AM,8-Aug 2022 9 AM,2.8,32.4,71.6,0.0
2022,Aug,8-Aug,10 AM,8-Aug 2022 10 AM,3.8,33.5,70.5,0.0
2022,Aug,8-Aug,11 AM,8-Aug 2022 11 AM,3.5,32.9,70.4,0.1
2022,Aug,8-Aug,12 PM,8-Aug 2022 12 PM,3.5,32.3,71.5,0.0
2022,Aug,8-Aug,1 PM,8-Aug 2022 1 PM,2.9,32.0,71.9,0.1
2022,Aug,8-Aug,2 PM,8-Aug 2022 2 PM,3.2,32.0,71.6,0.2
2022,Aug,8-Aug,3 PM,8-Aug 2022 3 PM,2.7,32.3,71.4,0.0
2022,Aug,8-Aug,4 PM,8-Aug 2022 4 PM,1.5,33.1,70.0,0.0
2022,Aug,8-Aug,5 PM,8-Aug 2022 5 PM,1.3,33.2,69.6,0.0
2022,Aug,8-Aug,6 PM,8-Aug 2022 6 PM,1.7,32.5,71.1,0.0
2022,Aug,8-Aug,7 PM,8-Aug 2022 7 PM,2.6,32.2,71.8,0.0
2022,Aug,8-Aug,8 PM,8-Aug 2022 8 PM,3.8,32.0,72.0,0.0
2022,Aug,8-Aug,9 PM,8-Aug 2022 9 PM,0.7,30.5,73.0,0.5
2022,Aug,8-Aug,10 PM,8-Aug 2022 10 PM,0.7,30.3,73.5,0.1
2022,Aug,8-Aug,11 PM,8-Aug 2022 11 PM,0.7,30.3,73.5,0.0
2022,Aug,9-Aug,12 AM,9-Aug 2022 12 AM,0.7,30.4,73.4,0.0
2022,Aug,9-Aug,1 AM,9-Aug 2022 1 AM,0.3,30.3,73.4,0.1
2022,Aug,9-Aug,2 AM,9-Aug 2022 2 AM,0.7,30.4,73.4,0.0
2022,Aug,9-Aug,3 AM,9-Aug 2022 3 AM,1.4,30.6,73.3,0.0
2022,Aug,9-Aug,4 AM,9-Aug 2022 4 AM,1.9,30.7,73.3,0.0
2022,Aug,9-Aug,5 AM,9-Aug 2022 5 AM,1.7,30.9,73.1,0.0
2022,Aug,9-Aug,6 AM,9-Aug 2022 6 AM,2.3,30.7,73.4,0.0
2022,Aug,9-Aug,7 AM,9-Aug 2022 7 AM,2.5,30.7,73.4,0.2
2022,Aug,9-Aug,8 AM,9-Aug 2022 8 AM,2.3,31.0,73.0,0.1
2022,Aug,9-Aug,9 AM,9-Aug 2022 9 AM,2.8,31.5,72.4,0.0
2022,Aug,9-Aug,10 AM,9-Aug 2022 10 AM,1.9,33.2,70.9,0.0
2022,Aug,9-Aug,11 AM,9-Aug 2022 11 AM,1.7,35.5,65.9,0.0
2022,Aug,9-Aug,12 PM,9-Aug 2022 12 PM,2.2,36.8,61.8,0.0
2022,Aug,9-Aug,1 PM,9-Aug 2022 1 PM,2.4,38.1,57.5,0.3
2022,Aug,9-Aug,2 PM,9-Aug 2022 2 PM,3.1,37.9,57.3,0.2
2022,Aug,9-Aug,3 PM,9-Aug 2022 3 PM,3.6,38.3,57.8,0.0
2022,Aug,9-Aug,4 PM,9-Aug 2022 4 PM,4.4,39.6,55.5,0.0
2022,Aug,9-Aug,5 PM,9-Aug 2022 5 PM,4.3,38.8,57.7,0.0
2022,Aug,9-Aug,6 PM,9-Aug 2022 6 PM,5.2,37.5,60.9,0.0
2022,Aug,9-Aug,7 PM,9-Aug 2022 7 PM,9.6,35.3,66.0,0.0
2022,Aug,9-Aug,8 PM,9-Aug 2022 8 PM,9.3,35.1,66.6,0.0
2022,Aug,9-Aug,9 PM,9-Aug 2022 9 PM,8.4,34.7,67.6,0.0
2022,Aug,9-Aug,10 PM,9-Aug 2022 10 PM,7.3,33.9,69.1,0.0
2022,Aug,9-Aug,11 PM,9-Aug 2022 11 PM,7.6,33.5,70.3,0.0
2022,Aug,10-Aug,12 AM,10-Aug 2022 12 AM,6.6,33.1,71.0,0.0
2022,Aug,10-Aug,1 AM,10-Aug 2022 1 AM,6.3,33.0,71.0,0.0
2022,Aug,10-Aug,2 AM,10-Aug 2022 2 AM,6.0,32.9,71.2,0.0
2022,Aug,10-Aug,3 AM,10-Aug 2022 3 AM,5.2,32.8,71.2,0.0
2022,Aug,10-Aug,4 AM,10-Aug 2022 4 AM,4.3,32.4,70.7,0.0
2022,Aug,10-Aug,5 AM,10-Aug 2022 5 AM,3.1,32.3,69.7,0.0
2022,Aug,10-Aug,6 AM,10-Aug 2022 6 AM,2.7,32.3,69.4,0.0
2022,Aug,10-Aug,7 AM,10-Aug 2022 7 AM,2.6,33.3,68.1,0.0
2022,Aug,10-Aug,8 AM,10-Aug 2022 8 AM,4.2,34.9,66.0,0.0
2022,Aug,10-Aug,9 AM,10-Aug 2022 9 AM,4.8,36.8,61.6,0.1
2022,Aug,10-Aug,10 AM,10-Aug 2022 10 AM,4.7,39.0,56.4,0.2
2022,Aug,10-Aug,11 AM,10-Aug 2022 11 AM,3.4,39.3,54.4,0.5
2022,Aug,10-Aug,12 PM,10-Aug 2022 12 PM,2.8,38.8,53.7,0.9
2022,Aug,10-Aug,1 PM,10-Aug 2022 1 PM,3.7,39.3,53.1,0.9
2022,Aug,10-Aug,2 PM,10-Aug 2022 2 PM,3.5,40.2,51.2,0.7
2022,Aug,10-Aug,3 PM,10-Aug 2022 3 PM,4.2,40.9,50.7,0.4
2022,Aug,10-Aug,4 PM,10-Aug 2022 4 PM,4.8,41.1,50.5,0.3
2022,Aug,10-Aug,5 PM,10-Aug 2022 5 PM,7.8,39.7,55.2,0.4
2022,Aug,10-Aug,6 PM,10-Aug 2022 6 PM,6.3,36.3,62.6,1.2
2022,Aug,10-Aug,7 PM,10-Aug 2022 7 PM,4.9,34.3,69.5,0.0
2022,Aug,10-Aug,8 PM,10-Aug 2022 8 PM,6.6,33.7,70.4,0.1
2022,Aug,10-Aug,9 PM,10-Aug 2022 9 PM,4.4,34.1,69.5,0.0
2022,Aug,10-Aug,10 PM,10-Aug 2022 10 PM,3.1,33.9,69.3,0.0
2022,Aug,10-Aug,11 PM,10-Aug 2022 11 PM,2.7,33.7,69.4,0.0
2022,Aug,11-Aug,12 AM,11-Aug 2022 12 AM,3.0,33.8,69.6,0.0
2022,Aug,11-Aug,1 AM,11-Aug 2022 1 AM,3.3,33.5,70.4,0.0
2022,Aug,11-Aug,2 AM,11-Aug 2022 2 AM,3.0,33.2,70.6,0.0
2022,Aug,11-Aug,3 AM,11-Aug 2022 3 AM,3.1,32.8,70.8,0.0
2022,Aug,11-Aug,4 AM,11-Aug 2022 4 AM,3.2,32.8,70.5,0.0
2022,Aug,11-Aug,5 AM,11-Aug 2022 5 AM,3.1,32.5,70.7,0.0
2022,Aug,11-Aug,6 AM,11-Aug 2022 6 AM,3.3,32.5,70.2,0.0
2022,Aug,11-Aug,7 AM,11-Aug 2022 7 AM,3.2,33.6,68.0,0.0
2022,Aug,11-Aug,8 AM,11-Aug 2022 8 AM,2.5,36.3,62.1,0.0
2022,Aug,11-Aug,9 AM,11-Aug 2022 9 AM,2.5,39.1,54.5,0.0
2022,Aug,11-Aug,10 AM,11-Aug 2022 10 AM,3.5,39.4,53.4,0.1
2022,Aug,11-Aug,11 AM,11-Aug 2022 11 AM,5.2,40.2,52.0,0.3
2022,Aug,11-Aug,12 PM,11-Aug 2022 12 PM,6.1,39.6,53.8,0.2
2022,Aug,11-Aug,1 PM,11-Aug 2022 1 PM,6.0,40.2,53.8,0.4
2022,Aug,11-Aug,2 PM,11-Aug 2022 2 PM,6.0,38.1,61.6,0.3
2022,Aug,11-Aug,3 PM,11-Aug 2022 3 PM,7.1,40.0,55.8,0.6
2022,Aug,11-Aug,4 PM,11-Aug 2022 4 PM,4.6,38.2,60.0,0.8
2022,Aug,11-Aug,5 PM,11-Aug 2022 5 PM,4.5,34.8,65.4,1.1
2022,Aug,11-Aug,6 PM,11-Aug 2022 6 PM,5.1,34.0,65.9,0.1
2022,Aug,11-Aug,7 PM,11-Aug 2022 7 PM,3.7,34.4,65.8,0.0
2022,Aug,11-Aug,8 PM,11-Aug 2022 8 PM,3.0,34.2,66.8,0.0
2022,Aug,11-Aug,9 PM,11-Aug 2022 9 PM,3.8,33.5,69.4,0.0
2022,Aug,11-Aug,10 PM,11-Aug 2022 10 PM,5.3,32.3,71.9,0.0
2022,Aug,11-Aug,11 PM,11-Aug 2022 11 PM,4.5,32.3,72.0,0.0
2022,Aug,12-Aug,12 AM,12-Aug 2022 12 AM,5.7,32.7,71.2,0.0
2022,Aug,12-Aug,1 AM,12-Aug 2022 1 AM,7.8,32.6,71.2,0.0
2022,Aug,12-Aug,2 AM,12-Aug 2022 2 AM,8.5,32.6,71.1,0.0
2022,Aug,12-Aug,3 AM,12-Aug 2022 3 AM,8.3,32.4,71.7,0.0
2022,Aug,12-Aug,4 AM,12-Aug 2022 4 AM,6.3,32.2,71.6,0.0
2022,Aug,12-Aug,5 AM,12-Aug 2022 5 AM,5.1,32.0,71.3,0.0
2022,Aug,12-Aug,6 AM,12-Aug 2022 6 AM,3.7,32.1,70.5,0.0
2022,Aug,12-Aug,7 AM,12-Aug 2022 7 AM,5.6,33.5,68.9,0.0
2022,Aug,12-Aug,8 AM,12-Aug 2022 8 AM,3.6,36.9,61.8,0.0
2022,Aug,12-Aug,9 AM,12-Aug 2022 9 AM,5.7,37.7,59.6,0.0
2022,Aug,12-Aug,10 AM,12-Aug 2022 10 AM,7.0,40.0,54.8,0.1
2022,Aug,12-Aug,11 AM,12-Aug 2022 11 AM,3.8,36.6,60.2,0.6
2022,Aug,12-Aug,12 PM,12-Aug 2022 12 PM,3.7,34.2,68.7,0.0
2022,Aug,12-Aug,1 PM,12-Aug 2022 1 PM,3.0,35.8,66.0,0.1
2022,Aug,12-Aug,2 PM,12-Aug 2022 2 PM,3.1,36.4,64.8,0.1
2022,Aug,12-Aug,3 PM,12-Aug 2022 3 PM,3.2,37.2,63.2,0.0
2022,Aug,12-Aug,4 PM,12-Aug 2022 4 PM,3.4,33.0,70.8,0.1
2022,Aug,12-Aug,5 PM,12-Aug 2022 5 PM,2.9,32.9,70.5,0.0
2022,Aug,12-Aug,6 PM,12-Aug 2022 6 PM,3.2,32.3,71.5,0.0
2022,Aug,12-Aug,7 PM,12-Aug 2022 7 PM,3.2,32.0,71.3,0.3
2022,Aug,12-Aug,8 PM,12-Aug 2022 8 PM,1.5,29.6,72.5,0.1
2022,Aug,12-Aug,9 PM,12-Aug 2022 9 PM,1.1,29.7,73.0,0.1
2022,Aug,12-Aug,10 PM,12-Aug 2022 10 PM,1.5,30.2,71.8,0.0
2022,Aug,12-Aug,11 PM,12-Aug 2022 11 PM,2.1,30.2,71.7,0.0
2022,Aug,13-Aug,12 AM,13-Aug 2022 12 AM,1.7,30.1,72.0,0.0
2022,Aug,13-Aug,1 AM,13-Aug 2022 1 AM,2.1,30.2,72.1,0.0
2022,Aug,13-Aug,2 AM,13-Aug 2022 2 AM,2.2,30.0,72.4,0.0
2022,Aug,13-Aug,3 AM,13-Aug 2022 3 AM,1.8,30.2,71.9,0.0
2022,Aug,13-Aug,4 AM,13-Aug 2022 4 AM,4.2,30.2,72.2,0.0
2022,Aug,13-Aug,5 AM,13-Aug 2022 5 AM,2.7,30.3,71.7,0.0
2022,Aug,13-Aug,6 AM,13-Aug 2022 6 AM,2.4,30.9,71.5,0.0
2022,Aug,13-Aug,7 AM,13-Aug 2022 7 AM,2.6,32.9,69.6,0.0
2022,Aug,13-Aug,8 AM,13-Aug 2022 8 AM,5.5,35.9,65.7,0.0
2022,Aug,13-Aug,9 AM,13-Aug 2022 9 AM,6.9,38.0,60.1,0.1
2022,Aug,13-Aug,10 AM,13-Aug 2022 10 AM,5.5,40.2,54.8,0.0
2022,Aug,13-Aug,11 AM,13-Aug 2022 11 AM,3.9,40.5,52.9,0.0
2022,Aug,13-Aug,12 PM,13-Aug 2022 12 PM,3.8,41.0,51.4,0.1
2022,Aug,13-Aug,1 PM,13-Aug 2022 1 PM,4.0,42.2,48.0,0.1
2022,Aug,13-Aug,2 PM,13-Aug 2022 2 PM,4.8,43.5,45.2,0.1
2022,Aug,13-Aug,3 PM,13-Aug 2022 3 PM,4.7,44.1,44.0,0.3
2022,Aug,13-Aug,4 PM,13-Aug 2022 4 PM,5.1,43.2,46.0,0.0
2022,Aug,13-Aug,5 PM,13-Aug 2022 5 PM,6.1,41.5,48.0,0.1
2022,Aug,13-Aug,6 PM,13-Aug 2022 6 PM,5.6,38.7,53.8,0.0
2022,Aug,13-Aug,7 PM,13-Aug 2022 7 PM,5.9,36.7,60.5,0.0
2022,Aug,13-Aug,8 PM,13-Aug 2022 8 PM,7.7,35.5,63.8,0.0
2022,Aug,13-Aug,9 PM,13-Aug 2022 9 PM,6.8,35.2,64.5,0.0
2022,Aug,13-Aug,10 PM,13-Aug 2022 10 PM,7.3,35.0,65.6,0.0
2022,Aug,13-Aug,11 PM,13-Aug 2022 11 PM,6.6,34.5,66.3,0.0
2022,Aug,14-Aug,12 AM,14-Aug 2022 12 AM,6.9,34.0,67.1,0.0
2022,Aug,14-Aug,1 AM,14-Aug 2022 1 AM,7.2,33.6,68.3,0.0
2022,Aug,14-Aug,2 AM,14-Aug 2022 2 AM,6.9,33.3,68.8,0.0
2022,Aug,14-Aug,3 AM,14-Aug 2022 3 AM,6.7,32.8,69.6,0.0
2022,Aug,14-Aug,4 AM,14-Aug 2022 4 AM,6.2,32.5,69.8,0.0
2022,Aug,14-Aug,5 AM,14-Aug 2022 5 AM,6.4,32.1,70.6,0.0
2022,Aug,14-Aug,6 AM,14-Aug 2022 6 AM,5.7,33.1,69.4,0.0
2022,Aug,14-Aug,7 AM,14-Aug 2022 7 AM,6.4,37.5,62.0,0.0
2022,Aug,14-Aug,8 AM,14-Aug 2022 8 AM,7.0,39.4,56.6,0.0
2022,Aug,14-Aug,9 AM,14-Aug 2022 9 AM,4.7,41.1,51.0,0.0
2022,Aug,14-Aug,10 AM,14-Aug 2022 10 AM,4.4,40.7,50.0,0.1
2022,Aug,14-Aug,11 AM,14-Aug 2022 11 AM,6.8,40.5,50.7,0.1
2022,Aug,14-Aug,12 PM,14-Aug 2022 12 PM,4.8,41.6,49.1,0.1
2022,Aug,14-Aug,1 PM,14-Aug 2022 1 PM,4.1,42.0,47.8,0.4
2022,Aug,14-Aug,2 PM,14-Aug 2022 2 PM,3.6,43.2,45.3,0.3
2022,Aug,14-Aug,3 PM,14-Aug 2022 3 PM,3.9,45.2,42.8,0.2
2022,Aug,14-Aug,4 PM,14-Aug 2022 4 PM,3.9,42.6,46.6,0.0
2022,Aug,14-Aug,5 PM,14-Aug 2022 5 PM,5.2,41.8,50.2,0.0
2022,Aug,14-Aug,6 PM,14-Aug 2022 6 PM,9.3,39.6,55.7,0.0
2022,Aug,14-Aug,7 PM,14-Aug 2022 7 PM,8.2,38.6,57.9,0.0
2022,Aug,14-Aug,8 PM,14-Aug 2022 8 PM,15.0,37.0,62.7,0.0
2022,Aug,14-Aug,9 PM,14-Aug 2022 9 PM,15.1,36.3,64.8,0.0
2022,Aug,14-Aug,10 PM,14-Aug 2022 10 PM,9.0,35.6,66.0,0.0
2022,Aug,14-Aug,11 PM,14-Aug 2022 11 PM,7.8,34.9,66.6,0.0
2022,Aug,15-Aug,12 AM,15-Aug 2022 12 AM,7.2,35.0,65.9,0.0
2022,Aug,15-Aug,1 AM,15-Aug 2022 1 AM,7.0,35.2,65.8,0.0
2022,Aug,15-Aug,2 AM,15-Aug 2022 2 AM,7.2,34.7,67.2,0.0
2022,Aug,15-Aug,3 AM,15-Aug 2022 3 AM,10.0,34.4,68.5,0.0
2022,Aug,15-Aug,4 AM,15-Aug 2022 4 AM,9.8,34.2,69.6,0.0
2022,Aug,15-Aug,5 AM,15-Aug 2022 5 AM,9.5,33.7,71.2,0.0
2022,Aug,15-Aug,6 AM,15-Aug 2022 6 AM,10.9,33.9,70.8,0.0
2022,Aug,15-Aug,7 AM,15-Aug 2022 7 AM,11.6,34.7,69.5,0.0
2022,Aug,15-Aug,8 AM,15-Aug 2022 8 AM,10.9,37.0,65.5,0.0
2022,Aug,15-Aug,9 AM,15-Aug 2022 9 AM,5.5,38.9,58.5,0.1
2022,Aug,15-Aug,10 AM,15-Aug 2022 10 AM,4.3,40.5,53.3,0.2
2022,Aug,15-Aug,11 AM,15-Aug 2022 11 AM,4.0,40.6,52.1,0.3
2022,Aug,15-Aug,12 PM,15-Aug 2022 12 PM,4.7,39.0,56.0,0.0
2022,Aug,15-Aug,1 PM,15-Aug 2022 1 PM,5.5,38.3,59.3,0.0
2022,Aug,15-Aug,2 PM,15-Aug 2022 2 PM,7.1,38.8,58.8,0.0
2022,Aug,15-Aug,3 PM,15-Aug 2022 3 PM,7.5,38.7,59.3,0.0
2022,Aug,15-Aug,4 PM,15-Aug 2022 4 PM,9.3,37.7,61.3,0.2
2022,Aug,15-Aug,5 PM,15-Aug 2022 5 PM,6.3,34.9,65.6,0.1
2022,Aug,15-Aug,6 PM,15-Aug 2022 6 PM,9.9,32.7,70.8,0.2
2022,Aug,15-Aug,7 PM,15-Aug 2022 7 PM,12.3,33.1,70.2,0.0
2022,Aug,15-Aug,8 PM,15-Aug 2022 8 PM,3.1,31.2,71.2,0.3
2022,Aug,15-Aug,9 PM,15-Aug 2022 9 PM,1.5,30.9,72.1,0.0
2022,Aug,15-Aug,10 PM,15-Aug 2022 10 PM,1.1,31.2,72.5,0.0
2022,Aug,15-Aug,11 PM,15-Aug 2022 11 PM,0.8,31.3,72.1,0.0
2022,Aug,16-Aug,12 AM,16-Aug 2022 12 AM,1.1,31.6,71.6,0.0
2022,Aug,16-Aug,1 AM,16-Aug 2022 1 AM,6.6,31.4,71.8,0.0
2022,Aug,16-Aug,2 AM,16-Aug 2022 2 AM,3.5,30.8,73.0,0.0
2022,Aug,16-Aug,3 AM,16-Aug 2022 3 AM,0.8,30.7,72.7,0.0
2022,Aug,16-Aug,4 AM,16-Aug 2022 4 AM,0.7,30.7,72.6,0.0
2022,Aug,16-Aug,5 AM,16-Aug 2022 5 AM,1.8,30.6,72.8,0.0
2022,Aug,16-Aug,6 AM,16-Aug 2022 6 AM,2.3,30.9,72.6,0.0
2022,Aug,16-Aug,7 AM,16-Aug 2022 7 AM,1.2,32.3,71.5,0.0
2022,Aug,16-Aug,8 AM,16-Aug 2022 8 AM,2.9,35.1,67.3,0.0
2022,Aug,16-Aug,9 AM,16-Aug 2022 9 AM,4.6,37.3,61.4,0.1
2022,Aug,16-Aug,10 AM,16-Aug 2022 10 AM,4.7,37.5,59.6,0.1
2022,Aug,16-Aug,11 AM,16-Aug 2022 11 AM,5.3,37.7,59.2,0.1
2022,Aug,16-Aug,12 PM,16-Aug 2022 12 PM,3.4,39.4,55.4,0.2
2022,Aug,16-Aug,1 PM,16-Aug 2022 1 PM,2.8,40.3,53.0,0.4
2022,Aug,16-Aug,2 PM,16-Aug 2022 2 PM,2.6,40.3,52.3,0.1
2022,Aug,16-Aug,3 PM,16-Aug 2022 3 PM,2.5,41.3,50.3,0.1
2022,Aug,16-Aug,4 PM,16-Aug 2022 4 PM,2.7,40.9,50.6,0.5
2022,Aug,16-Aug,5 PM,16-Aug 2022 5 PM,3.1,36.4,61.2,0.9
2022,Aug,16-Aug,6 PM,16-Aug 2022 6 PM,2.6,34.7,64.5,0.1
2022,Aug,16-Aug,7 PM,16-Aug 2022 7 PM,3.5,34.2,68.5,0.0
2022,Aug,16-Aug,8 PM,16-Aug 2022 8 PM,23.5,33.3,68.7,0.7
2022,Aug,16-Aug,9 PM,16-Aug 2022 9 PM,8.8,29.7,73.3,0.2
2022,Aug,16-Aug,10 PM,16-Aug 2022 10 PM,29.8,29.7,72.9,0.0
2022,Aug,16-Aug,11 PM,16-Aug 2022 11 PM,69.8,30.1,73.0,0.0
2022,Aug,17-Aug,12 AM,17-Aug 2022 12 AM,63.3,30.0,73.3,0.0
2022,Aug,17-Aug,1 AM,17-Aug 2022 1 AM,64.7,30.0,73.2,0.0
2022,Aug,17-Aug,2 AM,17-Aug 2022 2 AM,67.6,30.4,72.6,0.0
2022,Aug,17-Aug,3 AM,17-Aug 2022 3 AM,48.1,30.2,72.7,0.0
2022,Aug,17-Aug,4 AM,17-Aug 2022 4 AM,43.4,30.1,73.1,0.0
2022,Aug,17-Aug,5 AM,17-Aug 2022 5 AM,47.3,30.5,72.4,0.0
2022,Aug,17-Aug,6 AM,17-Aug 2022 6 AM,40.8,30.7,72.3,0.0
2022,Aug,17-Aug,7 AM,17-Aug 2022 7 AM,113.7,32.2,70.4,0.0
2022,Aug,17-Aug,8 AM,17-Aug 2022 8 AM,45.9,34.4,66.9,0.0
2022,Aug,17-Aug,9 AM,17-Aug 2022 9 AM,29.5,35.9,63.3,0.1
2022,Aug,17-Aug,10 AM,17-Aug 2022 10 AM,11.6,38.2,59.9,0.0
2022,Aug,17-Aug,11 AM,17-Aug 2022 11 AM,19.3,38.8,58.8,0.0
2022,Aug,17-Aug,12 PM,17-Aug 2022 12 PM,16.6,39.3,57.9,0.1
2022,Aug,17-Aug,1 PM,17-Aug 2022 1 PM,132.0,35.4,63.5,0.3
2022,Aug,17-Aug,2 PM,17-Aug 2022 2 PM,223.4,35.3,65.0,0.1
2022,Aug,17-Aug,4 PM,17-Aug 2022 4 PM,149.1,33.3,70.4,0.0
2022,Aug,17-Aug,5 PM,17-Aug 2022 5 PM,157.9,33.7,69.8,0.0
2022,Aug,17-Aug,6 PM,17-Aug 2022 6 PM,171.1,34.1,69.1,0.0
2022,Aug,17-Aug,7 PM,17-Aug 2022 7 PM,190.3,33.6,69.8,0.0
2022,Aug,17-Aug,8 PM,17-Aug 2022 8 PM,206.5,33.2,70.7,0.0
2022,Aug,17-Aug,9 PM,17-Aug 2022 9 PM,208.2,33.2,70.6,0.0
2022,Aug,17-Aug,10 PM,17-Aug 2022 10 PM,214.6,33.1,70.7,0.0
2022,Aug,17-Aug,11 PM,17-Aug 2022 11 PM,266.7,32.8,71.4,0.0
2022,Aug,18-Aug,6 AM,18-Aug 2022 6 AM,271.0,31.7,72.3,0.0
2022,Aug,18-Aug,7 AM,18-Aug 2022 7 AM,138.8,33.7,69.5,0.0
2022,Aug,18-Aug,8 AM,18-Aug 2022 8 AM,103.0,36.4,64.1,0.0
2022,Aug,18-Aug,9 AM,18-Aug 2022 9 AM,9.8,39.1,56.4,0.0
2022,Aug,18-Aug,10 AM,18-Aug 2022 10 AM,34.2,39.7,53.9,0.1
2022,Aug,18-Aug,11 AM,18-Aug 2022 11 AM,36.1,40.1,52.1,0.2
2022,Aug,18-Aug,12 PM,18-Aug 2022 12 PM,46.7,40.6,50.9,0.2
2022,Aug,18-Aug,1 PM,18-Aug 2022 1 PM,18.5,42.0,47.7,0.2
2022,Aug,18-Aug,2 PM,18-Aug 2022 2 PM,21.4,43.4,45.8,0.2
2022,Aug,18-Aug,3 PM,18-Aug 2022 3 PM,70.3,43.0,47.0,0.1
2022,Aug,18-Aug,4 PM,18-Aug 2022 4 PM,132.9,43.1,47.0,0.1
2022,Aug,19-Aug,5 AM,19-Aug 2022 5 AM,91.2,32.8,70.2,0.0
2022,Aug,19-Aug,5 PM,19-Aug 2022 5 PM,107.3,41.1,51.4,0.0
2022,Aug,19-Aug,6 PM,19-Aug 2022 6 PM,21.8,39.7,55.0,0.1
2022,Aug,19-Aug,7 PM,19-Aug 2022 7 PM,12.1,38.2,59.1,0.3
2022,Aug,19-Aug,8 PM,19-Aug 2022 8 PM,86.2,33.9,69.2,0.3
2022,Aug,19-Aug,9 PM,19-Aug 2022 9 PM,99.3,32.8,71.2,0.0
2022,Aug,19-Aug,10 PM,19-Aug 2022 10 PM,139.8,32.7,71.6,0.0
2022,Aug,19-Aug,11 PM,19-Aug 2022 11 PM,155.2,32.3,72.1,0.0
2022,Aug,20-Aug,12 AM,20-Aug 2022 12 AM,160.7,32.3,71.8,0.0
2022,Aug,20-Aug,1 AM,20-Aug 2022 1 AM,73.2,32.3,71.8,0.0
2022,Aug,20-Aug,2 AM,20-Aug 2022 2 AM,43.9,32.6,71.4,0.0
2022,Aug,20-Aug,3 AM,20-Aug 2022 3 AM,137.5,32.6,71.4,0.0
2022,Aug,20-Aug,4 AM,20-Aug 2022 4 AM,121.3,32.4,71.6,0.0
2022,Aug,20-Aug,5 AM,20-Aug 2022 5 AM,35.9,32.5,71.5,0.0
2022,Aug,20-Aug,6 AM,20-Aug 2022 6 AM,5.0,32.6,71.7,0.0
2022,Aug,20-Aug,7 AM,20-Aug 2022 7 AM,13.2,33.0,71.2,0.0
2022,Aug,20-Aug,8 AM,20-Aug 2022 8 AM,12.4,33.5,70.7,0.0
2022,Aug,20-Aug,9 AM,20-Aug 2022 9 AM,56.7,34.3,69.7,0.0
2022,Aug,20-Aug,10 AM,20-Aug 2022 10 AM,43.8,36.4,65.6,0.0
2022,Aug,20-Aug,11 AM,20-Aug 2022 11 AM,35.0,37.9,61.6,0.0
2022,Aug,20-Aug,12 PM,20-Aug 2022 12 PM,11.9,38.3,59.8,0.0
2022,Aug,20-Aug,1 PM,20-Aug 2022 1 PM,2.9,39.6,57.7,0.0
2022,Aug,20-Aug,2 PM,20-Aug 2022 2 PM,0.3,39.0,58.5,0.0
2022,Aug,20-Aug,3 PM,20-Aug 2022 3 PM,0.0,38.4,60.5,0.0
2022,Aug,20-Aug,4 PM,20-Aug 2022 4 PM,0.0,38.8,59.8,0.0
2022,Aug,20-Aug,5 PM,20-Aug 2022 5 PM,0.0,39.3,58.1,0.0
