Years,Months,Days,Hour,Datetime,Average of PM2.5,Average of Temp,Average of Humid,Average of WindSpeed
2022,Jan,1-Jan,12 AM,1-Jan 2022 12 AM,7.2,30.6,51.9,0.0
2022,Jan,1-Jan,1 AM,1-Jan 2022 1 AM,6.2,29.9,52.8,0.0
2022,Jan,1-Jan,2 AM,1-Jan 2022 2 AM,6.0,29.2,53.9,0.2
2022,Jan,1-Jan,3 AM,1-Jan 2022 3 AM,6.1,29.1,53.8,0.2
2022,Jan,1-Jan,4 AM,1-Jan 2022 4 AM,7.2,28.2,56.7,0.0
2022,Jan,1-Jan,5 AM,1-Jan 2022 5 AM,9.1,27.5,58.6,0.0
2022,Jan,1-Jan,6 AM,1-Jan 2022 6 AM,11.7,26.6,61.1,0.0
2022,Jan,1-Jan,7 AM,1-Jan 2022 7 AM,15.6,28.7,57.3,0.1
2022,Jan,1-Jan,8 AM,1-Jan 2022 8 AM,9.8,32.5,49.8,0.1
2022,Jan,1-Jan,9 AM,1-Jan 2022 9 AM,8.2,36.2,43.0,0.1
2022,Jan,1-Jan,10 AM,1-Jan 2022 10 AM,8.1,37.6,40.4,0.2
2022,Jan,1-Jan,11 AM,1-Jan 2022 11 AM,6.8,40.1,36.7,0.1
2022,Jan,1-Jan,12 PM,1-Jan 2022 12 PM,5.5,40.5,35.4,0.6
2022,Jan,1-Jan,1 PM,1-Jan 2022 1 PM,5.6,40.0,35.7,1.4
2022,Jan,1-Jan,2 PM,1-Jan 2022 2 PM,5.8,40.2,35.3,1.6
2022,Jan,1-Jan,3 PM,1-Jan 2022 3 PM,6.2,39.7,36.4,1.7
2022,Jan,1-Jan,4 PM,1-Jan 2022 4 PM,6.6,38.4,38.5,1.6
2022,Jan,1-Jan,5 PM,1-Jan 2022 5 PM,7.0,35.7,42.6,1.4
2022,Jan,1-Jan,6 PM,1-Jan 2022 6 PM,7.7,34.6,44.5,1.0
2022,Jan,1-Jan,7 PM,1-Jan 2022 7 PM,9.7,34.3,45.4,0.1
2022,Jan,1-Jan,8 PM,1-Jan 2022 8 PM,11.5,33.0,48.8,0.0
2022,Jan,1-Jan,9 PM,1-Jan 2022 9 PM,11.0,31.8,51.1,0.3
2022,Jan,1-Jan,10 PM,1-Jan 2022 10 PM,9.5,31.7,50.3,0.3
2022,Jan,1-Jan,11 PM,1-Jan 2022 11 PM,9.9,30.9,52.9,0.0
2022,Jan,2-Jan,12 AM,2-Jan 2022 12 AM,10.2,31.0,51.8,0.4
2022,Jan,2-Jan,1 AM,2-Jan 2022 1 AM,12.6,29.6,56.2,0.3
2022,Jan,2-Jan,2 AM,2-Jan 2022 2 AM,10.9,29.5,55.8,0.1
2022,Jan,2-Jan,3 AM,2-Jan 2022 3 AM,11.6,28.6,57.7,0.0
2022,Jan,2-Jan,4 AM,2-Jan 2022 4 AM,16.3,27.8,59.9,0.0
2022,Jan,2-Jan,5 AM,2-Jan 2022 5 AM,15.8,27.0,61.6,0.0
2022,Jan,2-Jan,6 AM,2-Jan 2022 6 AM,14.6,27.1,61.4,0.0
2022,Jan,2-Jan,7 AM,2-Jan 2022 7 AM,21.6,29.2,58.4,0.0
2022,Jan,2-Jan,8 AM,2-Jan 2022 8 AM,18.5,33.3,50.3,0.0
2022,Jan,2-Jan,9 AM,2-Jan 2022 9 AM,11.6,37.5,42.2,0.1
2022,Jan,2-Jan,10 AM,2-Jan 2022 10 AM,9.0,38.3,39.3,0.2
2022,Jan,2-Jan,11 AM,2-Jan 2022 11 AM,8.1,40.3,36.4,0.1
2022,Jan,2-Jan,12 PM,2-Jan 2022 12 PM,7.0,38.8,38.1,0.5
2022,Jan,2-Jan,1 PM,2-Jan 2022 1 PM,7.2,40.0,36.6,0.3
2022,Jan,2-Jan,2 PM,2-Jan 2022 2 PM,7.1,40.5,36.4,0.4
2022,Jan,2-Jan,3 PM,2-Jan 2022 3 PM,6.6,40.3,36.4,0.1
2022,Jan,2-Jan,4 PM,2-Jan 2022 4 PM,7.3,41.1,35.7,0.2
2022,Jan,2-Jan,5 PM,2-Jan 2022 5 PM,7.9,38.7,38.3,0.2
2022,Jan,2-Jan,6 PM,2-Jan 2022 6 PM,11.5,35.2,44.4,0.1
2022,Jan,2-Jan,7 PM,2-Jan 2022 7 PM,11.9,33.3,48.3,0.0
2022,Jan,2-Jan,8 PM,2-Jan 2022 8 PM,12.8,32.3,51.3,0.0
2022,Jan,2-Jan,9 PM,2-Jan 2022 9 PM,13.9,31.6,52.6,0.0
2022,Jan,2-Jan,10 PM,2-Jan 2022 10 PM,15.6,31.1,53.9,0.1
2022,Jan,2-Jan,11 PM,2-Jan 2022 11 PM,17.1,30.5,55.1,0.0
2022,Jan,3-Jan,12 AM,3-Jan 2022 12 AM,18.1,30.2,55.6,0.0
2022,Jan,3-Jan,1 AM,3-Jan 2022 1 AM,22.5,29.4,58.2,0.1
2022,Jan,3-Jan,2 AM,3-Jan 2022 2 AM,22.3,28.7,59.7,0.0
2022,Jan,3-Jan,3 AM,3-Jan 2022 3 AM,24.1,28.3,60.1,0.0
2022,Jan,3-Jan,4 AM,3-Jan 2022 4 AM,22.1,28.0,60.5,0.0
2022,Jan,3-Jan,5 AM,3-Jan 2022 5 AM,23.0,27.9,60.8,0.0
2022,Jan,3-Jan,6 AM,3-Jan 2022 6 AM,20.3,27.8,60.7,0.0
2022,Jan,3-Jan,7 AM,3-Jan 2022 7 AM,18.8,30.0,56.7,0.0
2022,Jan,3-Jan,8 AM,3-Jan 2022 8 AM,25.3,32.6,51.7,0.2
2022,Jan,3-Jan,9 AM,3-Jan 2022 9 AM,8.5,33.7,49.4,0.1
2022,Jan,3-Jan,10 AM,3-Jan 2022 10 AM,6.4,36.8,44.2,0.0
2022,Jan,3-Jan,11 AM,3-Jan 2022 11 AM,5.4,40.5,37.3,0.2
2022,Jan,3-Jan,12 PM,3-Jan 2022 12 PM,4.7,40.3,36.1,0.7
2022,Jan,3-Jan,1 PM,3-Jan 2022 1 PM,4.5,41.1,34.5,0.8
2022,Jan,3-Jan,2 PM,3-Jan 2022 2 PM,4.7,43.0,32.5,0.3
2022,Jan,3-Jan,3 PM,3-Jan 2022 3 PM,5.0,43.3,32.5,0.4
2022,Jan,3-Jan,4 PM,3-Jan 2022 4 PM,5.7,42.0,34.6,0.2
2022,Jan,3-Jan,5 PM,3-Jan 2022 5 PM,7.2,39.0,38.9,0.3
2022,Jan,3-Jan,6 PM,3-Jan 2022 6 PM,8.1,36.2,42.6,0.4
2022,Jan,3-Jan,7 PM,3-Jan 2022 7 PM,7.9,35.4,43.5,0.4
2022,Jan,3-Jan,8 PM,3-Jan 2022 8 PM,8.2,34.3,45.5,0.0
2022,Jan,3-Jan,9 PM,3-Jan 2022 9 PM,10.3,33.1,49.3,0.0
2022,Jan,3-Jan,10 PM,3-Jan 2022 10 PM,11.1,32.5,51.2,0.0
2022,Jan,3-Jan,11 PM,3-Jan 2022 11 PM,11.2,31.7,52.9,0.0
2022,Jan,4-Jan,12 AM,4-Jan 2022 12 AM,11.1,31.2,54.1,0.0
2022,Jan,4-Jan,1 AM,4-Jan 2022 1 AM,10.6,30.7,55.1,0.0
2022,Jan,4-Jan,2 AM,4-Jan 2022 2 AM,11.1,30.2,56.7,0.0
2022,Jan,4-Jan,3 AM,4-Jan 2022 3 AM,10.8,29.9,57.6,0.0
2022,Jan,4-Jan,4 AM,4-Jan 2022 4 AM,10.8,29.9,57.4,0.0
2022,Jan,4-Jan,5 AM,4-Jan 2022 5 AM,11.5,30.0,57.0,0.0
2022,Jan,4-Jan,6 AM,4-Jan 2022 6 AM,15.1,29.3,59.8,0.0
2022,Jan,4-Jan,7 AM,4-Jan 2022 7 AM,16.0,29.8,59.6,0.0
2022,Jan,4-Jan,8 AM,4-Jan 2022 8 AM,23.9,31.7,56.6,0.0
2022,Jan,4-Jan,9 AM,4-Jan 2022 9 AM,22.8,35.2,49.2,0.1
2022,Jan,4-Jan,10 AM,4-Jan 2022 10 AM,16.7,36.9,46.0,0.1
2022,Jan,4-Jan,11 AM,4-Jan 2022 11 AM,14.8,39.0,42.4,0.0
2022,Jan,4-Jan,12 PM,4-Jan 2022 12 PM,14.3,40.4,40.2,0.1
2022,Jan,4-Jan,1 PM,4-Jan 2022 1 PM,10.2,43.0,35.8,0.1
2022,Jan,4-Jan,2 PM,4-Jan 2022 2 PM,9.5,43.5,34.6,0.0
2022,Jan,4-Jan,3 PM,4-Jan 2022 3 PM,7.5,44.9,31.9,0.1
2022,Jan,4-Jan,4 PM,4-Jan 2022 4 PM,11.7,43.5,35.0,0.1
2022,Jan,4-Jan,5 PM,4-Jan 2022 5 PM,7.3,41.0,35.2,0.1
2022,Jan,4-Jan,6 PM,4-Jan 2022 6 PM,9.9,37.0,40.0,0.0
2022,Jan,4-Jan,7 PM,4-Jan 2022 7 PM,14.8,34.8,46.4,0.0
2022,Jan,4-Jan,8 PM,4-Jan 2022 8 PM,14.4,33.2,52.5,0.0
2022,Jan,4-Jan,9 PM,4-Jan 2022 9 PM,13.8,32.3,54.3,0.0
2022,Jan,4-Jan,10 PM,4-Jan 2022 10 PM,12.8,31.8,54.7,0.0
2022,Jan,4-Jan,11 PM,4-Jan 2022 11 PM,12.5,31.3,55.5,0.0
2022,Jan,5-Jan,12 AM,5-Jan 2022 12 AM,9.2,31.1,53.5,0.0
2022,Jan,5-Jan,1 AM,5-Jan 2022 1 AM,9.0,30.9,53.1,0.0
2022,Jan,5-Jan,2 AM,5-Jan 2022 2 AM,10.1,30.3,55.5,0.0
2022,Jan,5-Jan,3 AM,5-Jan 2022 3 AM,10.5,29.7,56.9,0.0
2022,Jan,5-Jan,4 AM,5-Jan 2022 4 AM,12.5,29.2,58.6,0.0
2022,Jan,5-Jan,5 AM,5-Jan 2022 5 AM,12.2,28.4,60.1,0.0
2022,Jan,5-Jan,6 AM,5-Jan 2022 6 AM,11.7,28.3,60.3,0.0
2022,Jan,5-Jan,7 AM,5-Jan 2022 7 AM,19.5,29.1,59.1,0.0
2022,Jan,5-Jan,8 AM,5-Jan 2022 8 AM,16.2,34.9,49.5,0.0
2022,Jan,5-Jan,9 AM,5-Jan 2022 9 AM,15.3,38.4,41.5,0.0
2022,Jan,5-Jan,10 AM,5-Jan 2022 10 AM,13.6,39.5,38.3,0.1
2022,Jan,5-Jan,11 AM,5-Jan 2022 11 AM,13.2,41.7,35.1,0.1
2022,Jan,5-Jan,12 PM,5-Jan 2022 12 PM,11.3,43.3,32.3,0.1
2022,Jan,5-Jan,1 PM,5-Jan 2022 1 PM,7.7,44.3,27.2,0.3
2022,Jan,5-Jan,2 PM,5-Jan 2022 2 PM,7.4,45.3,25.5,0.2
2022,Jan,5-Jan,3 PM,5-Jan 2022 3 PM,7.1,45.9,25.6,0.2
2022,Jan,5-Jan,4 PM,5-Jan 2022 4 PM,13.5,45.4,29.4,0.2
2022,Jan,5-Jan,5 PM,5-Jan 2022 5 PM,15.7,42.5,34.1,0.0
2022,Jan,5-Jan,6 PM,5-Jan 2022 6 PM,21.1,38.7,40.4,0.0
2022,Jan,5-Jan,7 PM,5-Jan 2022 7 PM,25.6,35.4,48.4,0.1
2022,Jan,5-Jan,8 PM,5-Jan 2022 8 PM,24.2,33.7,51.5,0.0
2022,Jan,5-Jan,9 PM,5-Jan 2022 9 PM,25.2,32.5,54.4,0.0
2022,Jan,5-Jan,10 PM,5-Jan 2022 10 PM,23.1,31.8,53.7,0.0
2022,Jan,5-Jan,11 PM,5-Jan 2022 11 PM,25.4,31.0,56.2,0.0
2022,Jan,6-Jan,12 AM,6-Jan 2022 12 AM,24.2,30.4,56.2,0.0
2022,Jan,6-Jan,1 AM,6-Jan 2022 1 AM,28.0,29.3,59.0,0.0
2022,Jan,6-Jan,2 AM,6-Jan 2022 2 AM,29.6,28.6,59.2,0.1
2022,Jan,6-Jan,3 AM,6-Jan 2022 3 AM,26.0,28.1,58.9,0.0
2022,Jan,6-Jan,4 AM,6-Jan 2022 4 AM,19.2,27.2,59.8,0.0
2022,Jan,6-Jan,5 AM,6-Jan 2022 5 AM,19.4,27.0,60.0,0.0
2022,Jan,6-Jan,6 AM,6-Jan 2022 6 AM,16.0,26.6,60.2,0.0
2022,Jan,6-Jan,7 AM,6-Jan 2022 7 AM,15.1,29.0,55.5,0.0
2022,Jan,6-Jan,8 AM,6-Jan 2022 8 AM,13.5,34.8,45.2,0.0
2022,Jan,6-Jan,9 AM,6-Jan 2022 9 AM,10.0,39.0,37.8,0.0
2022,Jan,6-Jan,10 AM,6-Jan 2022 10 AM,9.8,41.6,34.1,0.1
2022,Jan,6-Jan,11 AM,6-Jan 2022 11 AM,6.9,43.1,29.9,0.2
2022,Jan,6-Jan,12 PM,6-Jan 2022 12 PM,7.6,44.0,28.0,0.2
2022,Jan,6-Jan,1 PM,6-Jan 2022 1 PM,7.3,45.8,26.6,0.1
2022,Jan,6-Jan,2 PM,6-Jan 2022 2 PM,7.2,46.8,24.6,0.1
2022,Jan,6-Jan,3 PM,6-Jan 2022 3 PM,6.4,47.0,22.3,0.2
2022,Jan,6-Jan,4 PM,6-Jan 2022 4 PM,5.7,46.3,21.8,0.3
2022,Jan,6-Jan,5 PM,6-Jan 2022 5 PM,8.2,44.9,24.6,0.0
2022,Jan,6-Jan,6 PM,6-Jan 2022 6 PM,13.7,40.2,31.7,0.0
2022,Jan,6-Jan,7 PM,6-Jan 2022 7 PM,20.4,36.3,40.5,0.1
2022,Jan,6-Jan,8 PM,6-Jan 2022 8 PM,15.6,34.6,43.9,0.0
2022,Jan,6-Jan,9 PM,6-Jan 2022 9 PM,22.7,33.4,47.6,0.0
2022,Jan,6-Jan,10 PM,6-Jan 2022 10 PM,26.5,31.4,51.5,0.2
2022,Jan,6-Jan,11 PM,6-Jan 2022 11 PM,15.1,31.2,47.4,0.3
2022,Jan,7-Jan,12 AM,7-Jan 2022 12 AM,15.9,30.8,49.4,0.1
2022,Jan,7-Jan,1 AM,7-Jan 2022 1 AM,14.9,29.7,52.1,0.1
2022,Jan,7-Jan,2 AM,7-Jan 2022 2 AM,15.4,29.3,52.4,0.0
2022,Jan,7-Jan,3 AM,7-Jan 2022 3 AM,12.5,29.0,52.8,0.0
2022,Jan,7-Jan,4 AM,7-Jan 2022 4 AM,13.9,28.3,55.6,0.0
2022,Jan,7-Jan,5 AM,7-Jan 2022 5 AM,13.4,27.9,56.9,0.0
2022,Jan,7-Jan,6 AM,7-Jan 2022 6 AM,19.9,28.1,55.2,0.0
2022,Jan,7-Jan,7 AM,7-Jan 2022 7 AM,24.2,30.4,53.1,0.0
2022,Jan,7-Jan,8 AM,7-Jan 2022 8 AM,19.9,35.3,46.0,0.0
2022,Jan,7-Jan,9 AM,7-Jan 2022 9 AM,18.7,38.9,42.2,0.0
2022,Jan,7-Jan,10 AM,7-Jan 2022 10 AM,8.9,40.9,35.4,0.5
2022,Jan,7-Jan,11 AM,7-Jan 2022 11 AM,8.4,41.1,34.7,0.8
2022,Jan,7-Jan,12 PM,7-Jan 2022 12 PM,8.4,42.5,33.1,0.4
2022,Jan,7-Jan,1 PM,7-Jan 2022 1 PM,7.5,44.0,30.9,0.4
2022,Jan,7-Jan,2 PM,7-Jan 2022 2 PM,7.4,46.0,29.2,0.2
2022,Jan,7-Jan,3 PM,7-Jan 2022 3 PM,7.2,46.8,28.5,0.2
2022,Jan,7-Jan,4 PM,7-Jan 2022 4 PM,7.0,46.9,28.2,0.1
2022,Jan,7-Jan,5 PM,7-Jan 2022 5 PM,12.1,45.4,30.8,0.0
2022,Jan,7-Jan,6 PM,7-Jan 2022 6 PM,17.1,40.3,37.8,0.0
2022,Jan,7-Jan,7 PM,7-Jan 2022 7 PM,20.9,37.8,43.1,0.0
2022,Jan,7-Jan,8 PM,7-Jan 2022 8 PM,17.5,36.1,47.7,0.0
2022,Jan,7-Jan,9 PM,7-Jan 2022 9 PM,17.7,34.7,50.2,0.0
2022,Jan,7-Jan,10 PM,7-Jan 2022 10 PM,20.4,33.6,51.6,0.0
2022,Jan,7-Jan,11 PM,7-Jan 2022 11 PM,22.0,32.6,53.9,0.0
2022,Jan,8-Jan,12 AM,8-Jan 2022 12 AM,22.7,31.7,55.6,0.1
2022,Jan,8-Jan,1 AM,8-Jan 2022 1 AM,17.9,31.4,54.4,0.0
2022,Jan,8-Jan,2 AM,8-Jan 2022 2 AM,17.6,30.4,57.2,0.0
2022,Jan,8-Jan,3 AM,8-Jan 2022 3 AM,15.0,29.8,57.9,0.0
2022,Jan,8-Jan,4 AM,8-Jan 2022 4 AM,15.5,29.2,59.1,0.0
2022,Jan,8-Jan,5 AM,8-Jan 2022 5 AM,15.5,28.4,60.9,0.0
2022,Jan,8-Jan,6 AM,8-Jan 2022 6 AM,20.9,28.3,60.1,0.0
2022,Jan,8-Jan,7 AM,8-Jan 2022 7 AM,36.7,31.2,54.8,0.0
2022,Jan,8-Jan,8 AM,8-Jan 2022 8 AM,20.3,36.3,46.4,0.0
2022,Jan,8-Jan,9 AM,8-Jan 2022 9 AM,13.2,40.0,38.3,0.0
2022,Jan,8-Jan,10 AM,8-Jan 2022 10 AM,8.5,41.6,32.7,0.2
2022,Jan,8-Jan,11 AM,8-Jan 2022 11 AM,7.8,43.0,29.5,0.2
2022,Jan,8-Jan,12 PM,8-Jan 2022 12 PM,7.0,44.1,28.0,0.3
2022,Jan,8-Jan,1 PM,8-Jan 2022 1 PM,6.5,46.0,26.1,0.1
2022,Jan,8-Jan,2 PM,8-Jan 2022 2 PM,6.5,47.2,24.9,0.2
2022,Jan,8-Jan,3 PM,8-Jan 2022 3 PM,6.3,47.8,23.7,0.2
2022,Jan,8-Jan,4 PM,8-Jan 2022 4 PM,8.6,47.1,25.5,0.4
2022,Jan,8-Jan,5 PM,8-Jan 2022 5 PM,11.4,43.8,29.9,0.2
2022,Jan,8-Jan,6 PM,8-Jan 2022 6 PM,19.0,39.8,35.1,0.0
2022,Jan,8-Jan,7 PM,8-Jan 2022 7 PM,33.0,37.1,41.3,0.0
2022,Jan,8-Jan,8 PM,8-Jan 2022 8 PM,26.3,35.6,44.2,0.0
2022,Jan,8-Jan,9 PM,8-Jan 2022 9 PM,29.9,33.8,50.1,0.0
2022,Jan,8-Jan,10 PM,8-Jan 2022 10 PM,27.4,32.6,52.4,0.0
2022,Jan,8-Jan,11 PM,8-Jan 2022 11 PM,20.2,31.9,52.1,0.0
2022,Jan,9-Jan,12 AM,9-Jan 2022 12 AM,24.6,31.0,54.2,0.0
2022,Jan,9-Jan,1 AM,9-Jan 2022 1 AM,29.5,29.8,57.7,0.0
2022,Jan,9-Jan,2 AM,9-Jan 2022 2 AM,21.9,28.9,59.1,0.0
2022,Jan,9-Jan,3 AM,9-Jan 2022 3 AM,19.9,28.7,58.6,0.0
2022,Jan,9-Jan,4 AM,9-Jan 2022 4 AM,16.6,28.2,58.7,0.0
2022,Jan,9-Jan,5 AM,9-Jan 2022 5 AM,18.5,27.5,59.4,0.0
2022,Jan,9-Jan,6 AM,9-Jan 2022 6 AM,23.2,27.0,61.1,0.0
2022,Jan,9-Jan,7 AM,9-Jan 2022 7 AM,24.6,29.6,56.5,0.0
2022,Jan,9-Jan,8 AM,9-Jan 2022 8 AM,25.0,34.3,47.7,0.0
2022,Jan,9-Jan,9 AM,9-Jan 2022 9 AM,22.9,38.6,40.8,0.0
2022,Jan,9-Jan,10 AM,9-Jan 2022 10 AM,16.9,40.0,36.1,0.3
2022,Jan,9-Jan,11 AM,9-Jan 2022 11 AM,11.9,41.2,32.2,0.5
2022,Jan,9-Jan,12 PM,9-Jan 2022 12 PM,9.9,42.4,29.5,0.6
2022,Jan,9-Jan,1 PM,9-Jan 2022 1 PM,8.8,43.7,26.6,0.6
2022,Jan,9-Jan,2 PM,9-Jan 2022 2 PM,8.4,46.2,24.5,0.4
2022,Jan,9-Jan,3 PM,9-Jan 2022 3 PM,8.4,47.0,23.6,0.3
2022,Jan,9-Jan,4 PM,9-Jan 2022 4 PM,8.7,45.3,24.4,0.6
2022,Jan,9-Jan,5 PM,9-Jan 2022 5 PM,12.0,44.7,25.9,0.1
2022,Jan,9-Jan,6 PM,9-Jan 2022 6 PM,23.1,39.9,32.9,0.0
2022,Jan,9-Jan,7 PM,9-Jan 2022 7 PM,27.8,36.3,41.4,0.1
2022,Jan,9-Jan,8 PM,9-Jan 2022 8 PM,25.0,34.4,43.9,0.0
2022,Jan,9-Jan,9 PM,9-Jan 2022 9 PM,20.6,32.7,48.3,0.0
2022,Jan,9-Jan,10 PM,9-Jan 2022 10 PM,24.0,31.5,51.1,0.1
2022,Jan,9-Jan,11 PM,9-Jan 2022 11 PM,26.2,30.8,51.9,0.0
2022,Jan,10-Jan,12 AM,10-Jan 2022 12 AM,27.2,29.8,54.6,0.0
2022,Jan,10-Jan,1 AM,10-Jan 2022 1 AM,25.0,28.6,58.0,0.1
2022,Jan,10-Jan,2 AM,10-Jan 2022 2 AM,20.1,28.2,58.5,0.1
2022,Jan,10-Jan,3 AM,10-Jan 2022 3 AM,17.2,28.3,57.4,0.0
2022,Jan,10-Jan,4 AM,10-Jan 2022 4 AM,16.8,28.0,57.5,0.0
2022,Jan,10-Jan,5 AM,10-Jan 2022 5 AM,19.7,27.4,58.6,0.0
2022,Jan,10-Jan,6 AM,10-Jan 2022 6 AM,17.5,27.0,59.0,0.0
2022,Jan,10-Jan,7 AM,10-Jan 2022 7 AM,18.9,29.7,53.9,0.0
2022,Jan,10-Jan,8 AM,10-Jan 2022 8 AM,22.3,33.9,48.1,0.0
2022,Jan,10-Jan,9 AM,10-Jan 2022 9 AM,25.0,37.4,43.2,0.0
2022,Jan,10-Jan,10 AM,10-Jan 2022 10 AM,16.1,40.5,36.1,0.1
2022,Jan,10-Jan,11 AM,10-Jan 2022 11 AM,10.2,42.7,28.8,0.3
2022,Jan,10-Jan,12 PM,10-Jan 2022 12 PM,9.4,43.4,27.0,0.2
2022,Jan,10-Jan,1 PM,10-Jan 2022 1 PM,9.3,44.7,26.4,0.2
2022,Jan,10-Jan,2 PM,10-Jan 2022 2 PM,8.5,45.9,25.3,0.2
2022,Jan,10-Jan,3 PM,10-Jan 2022 3 PM,9.0,46.0,25.3,0.2
2022,Jan,10-Jan,4 PM,10-Jan 2022 4 PM,9.3,46.9,24.8,0.0
2022,Jan,10-Jan,5 PM,10-Jan 2022 5 PM,9.5,45.0,26.9,0.0
2022,Jan,10-Jan,6 PM,10-Jan 2022 6 PM,12.4,40.5,34.1,0.0
2022,Jan,10-Jan,7 PM,10-Jan 2022 7 PM,28.2,36.8,41.9,0.0
2022,Jan,10-Jan,8 PM,10-Jan 2022 8 PM,25.3,34.6,45.5,0.0
2022,Jan,10-Jan,9 PM,10-Jan 2022 9 PM,26.1,33.2,48.9,0.0
2022,Jan,10-Jan,10 PM,10-Jan 2022 10 PM,25.0,32.3,50.5,0.0
2022,Jan,10-Jan,11 PM,10-Jan 2022 11 PM,22.3,31.0,53.8,0.1
2022,Jan,11-Jan,12 AM,11-Jan 2022 12 AM,25.3,30.6,55.1,0.0
2022,Jan,11-Jan,1 AM,11-Jan 2022 1 AM,22.6,29.6,57.7,0.0
2022,Jan,11-Jan,2 AM,11-Jan 2022 2 AM,16.9,28.8,59.2,0.0
2022,Jan,11-Jan,3 AM,11-Jan 2022 3 AM,16.0,28.6,59.4,0.0
2022,Jan,11-Jan,4 AM,11-Jan 2022 4 AM,23.7,28.7,59.1,0.0
2022,Jan,11-Jan,5 AM,11-Jan 2022 5 AM,28.2,28.1,60.5,0.0
2022,Jan,11-Jan,6 AM,11-Jan 2022 6 AM,20.0,27.7,61.6,0.0
2022,Jan,11-Jan,7 AM,11-Jan 2022 7 AM,23.3,29.6,58.6,0.0
2022,Jan,11-Jan,8 AM,11-Jan 2022 8 AM,26.7,35.4,48.4,0.0
2022,Jan,11-Jan,9 AM,11-Jan 2022 9 AM,21.6,38.7,43.2,0.0
2022,Jan,11-Jan,10 AM,11-Jan 2022 10 AM,20.7,41.1,37.3,0.0
2022,Jan,11-Jan,11 AM,11-Jan 2022 11 AM,17.0,42.7,32.4,0.1
2022,Jan,11-Jan,12 PM,11-Jan 2022 12 PM,12.7,42.4,30.9,0.5
2022,Jan,11-Jan,1 PM,11-Jan 2022 1 PM,11.5,44.1,29.3,0.4
2022,Jan,11-Jan,2 PM,11-Jan 2022 2 PM,7.6,45.1,26.0,0.6
2022,Jan,11-Jan,3 PM,11-Jan 2022 3 PM,7.7,46.0,25.5,0.5
2022,Jan,11-Jan,4 PM,11-Jan 2022 4 PM,7.0,44.8,25.9,0.6
2022,Jan,11-Jan,5 PM,11-Jan 2022 5 PM,8.1,43.0,28.1,0.3
2022,Jan,11-Jan,6 PM,11-Jan 2022 6 PM,12.2,38.7,32.6,0.4
2022,Jan,11-Jan,7 PM,11-Jan 2022 7 PM,13.5,37.0,36.6,0.0
2022,Jan,11-Jan,8 PM,11-Jan 2022 8 PM,18.5,34.6,42.4,0.0
2022,Jan,11-Jan,9 PM,11-Jan 2022 9 PM,11.1,33.2,42.1,0.3
2022,Jan,11-Jan,10 PM,11-Jan 2022 10 PM,14.9,33.2,43.8,0.1
2022,Jan,11-Jan,11 PM,11-Jan 2022 11 PM,23.7,31.4,49.7,0.0
2022,Jan,12-Jan,12 AM,12-Jan 2022 12 AM,22.5,30.5,52.0,0.0
2022,Jan,12-Jan,1 AM,12-Jan 2022 1 AM,18.1,29.7,53.9,0.0
2022,Jan,12-Jan,2 AM,12-Jan 2022 2 AM,15.9,29.1,55.7,0.0
2022,Jan,12-Jan,3 AM,12-Jan 2022 3 AM,16.5,28.8,56.6,0.0
2022,Jan,12-Jan,4 AM,12-Jan 2022 4 AM,17.4,28.1,58.2,0.0
2022,Jan,12-Jan,5 AM,12-Jan 2022 5 AM,20.2,27.7,59.6,0.0
2022,Jan,12-Jan,6 AM,12-Jan 2022 6 AM,15.9,27.6,60.0,0.0
2022,Jan,12-Jan,7 AM,12-Jan 2022 7 AM,19.8,29.9,56.2,0.0
2022,Jan,12-Jan,8 AM,12-Jan 2022 8 AM,22.6,34.2,49.2,0.2
2022,Jan,12-Jan,9 AM,12-Jan 2022 9 AM,18.8,34.8,45.1,1.2
2022,Jan,12-Jan,10 AM,12-Jan 2022 10 AM,17.1,36.7,43.5,1.5
2022,Jan,12-Jan,11 AM,12-Jan 2022 11 AM,18.2,38.6,41.0,1.3
2022,Jan,12-Jan,12 PM,12-Jan 2022 12 PM,14.3,39.2,39.4,1.8
2022,Jan,12-Jan,1 PM,12-Jan 2022 1 PM,9.2,40.8,35.4,1.4
2022,Jan,12-Jan,2 PM,12-Jan 2022 2 PM,9.0,42.4,32.1,1.0
2022,Jan,12-Jan,3 PM,12-Jan 2022 3 PM,8.9,42.8,30.8,1.1
2022,Jan,12-Jan,4 PM,12-Jan 2022 4 PM,9.2,43.1,30.5,0.5
2022,Jan,12-Jan,5 PM,12-Jan 2022 5 PM,12.4,41.4,33.0,0.3
2022,Jan,12-Jan,6 PM,12-Jan 2022 6 PM,16.9,38.4,37.8,0.0
2022,Jan,12-Jan,7 PM,12-Jan 2022 7 PM,14.9,36.2,41.5,0.0
2022,Jan,12-Jan,8 PM,12-Jan 2022 8 PM,13.6,35.2,42.4,0.1
2022,Jan,12-Jan,9 PM,12-Jan 2022 9 PM,12.1,34.5,43.3,0.0
2022,Jan,12-Jan,10 PM,12-Jan 2022 10 PM,11.8,33.6,46.0,0.0
2022,Jan,12-Jan,11 PM,12-Jan 2022 11 PM,12.3,32.8,47.5,0.1
2022,Jan,13-Jan,12 AM,13-Jan 2022 12 AM,13.6,31.5,51.4,0.0
2022,Jan,13-Jan,1 AM,13-Jan 2022 1 AM,14.6,30.8,53.9,0.0
